,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,TP_10,FP_10,Prec_10,TP_20,FP_20,Prec_20,TP_50,FP_50,Prec_50,TP_100,FP_100,Prec_100,TP_200,FP_200,Prec_200,TP_500,FP_500,Prec_500,TP_1000,FP_1000,Prec_1000,TP_2000,FP_2000,Prec_2000,mProb,Pos_1,Neg_1,mProb_1,Pos_10,Neg_10,mProb_10,Pos_20,Neg_20,mProb_20,Pos_50,Neg_50,mProb_50,Pos_100,Neg_100,mProb_100,Pos_200,Neg_200,mProb_200,Pos_500,Neg_500,mProb_500,Pos_1000,Neg_1000,mProb_1000,Pos_2000,Neg_2000,mProb_2000
0,0.4552,8,365,8,365,605245,8,107948,5.606404461076735,0.15135874861362913,107948.0,605245.0,0.15135874861362913,,,,,,,,,,,,,,,,,,,,,,,,,0.021447721179624665,8.0,365.0,0.021447721179624665,,,,,,,,,,,,,,,,,,,,,,,,
1,0.4554,11,408,11,773,604837,19,107937,5.602625143577013,0.15143229130131008,107937.0,604837.0,0.15143229130131008,,,,,,,,,,,,,,,,,,,,,,,,,0.026252983293556086,11.0,408.0,0.026252983293556086,,,,,,,,,,,,,,,,,,,,,,,,
2,0.4557,7,283,7,1056,604554,26,107930,5.600003705213235,0.15148410350267516,107930.0,604554.0,0.15148410350267516,,,,,,,,,,,,,,,,,,,,,,,,,0.02413793103448276,7.0,283.0,0.02413793103448276,,,,,,,,,,,,,,,,,,,,,,,,
3,0.4559,6,56,6,1112,604498,32,107924,5.599484975360332,0.15148886474589499,107924.0,604498.0,0.15148886474589499,,,,,,,,,,,,,,,,,,,,,,,,,0.0967741935483871,6.0,56.0,0.0967741935483871,,,,,,,,,,,,,,,,,,,,,,,,
4,0.4565,0,16,0,1128,604482,32,107924,5.599336766830931,0.1514922670499687,107924.0,604482.0,0.1514922670499687,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,0.4567,15,440,15,1568,604042,47,107909,5.595261032272408,0.15156801521453023,107909.0,604042.0,0.15156801521453023,107915.5,604275.3,0.15152610789131227,,,,,,,,,,,,,,,,,,,,,,0.03296703296703297,15.0,440.0,0.03296703296703297,67.0,2071.0,0.0313376987839102,,,,,,,,,,,,,,,,,,,,,
6,0.4569,6,159,6,1727,603883,53,107903,5.593788210011486,0.1515947208852099,107903.0,603883.0,0.1515947208852099,107909.3,604102.4,0.15155551516920296,,,,,,,,,,,,,,,,,,,,,,0.03636363636363636,6.0,159.0,0.03636363636363636,62.0,1729.0,0.03461753210496929,,,,,,,,,,,,,,,,,,,,,
7,0.457,7,33,7,1760,603850,60,107896,5.593482529919597,0.15159340551264075,107896.0,603850.0,0.15159340551264075,107904.2,603969.4,0.1515777520054122,,,,,,,,,,,,,,,,,,,,,,0.175,7.0,33.0,0.175,51.0,1330.0,0.036929761042722664,,,,,,,,,,,,,,,,,,,,,
8,0.4573,1,27,1,1787,603823,61,107895,5.593232428026233,0.15159796436228956,107895.0,603823.0,0.15159796436228956,107899.2,603847.8,0.15159768850448263,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,1.0,27.0,0.03571428571428571,50.0,1216.0,0.03949447077409163,,,,,,,,,,,,,,,,,,,,,
9,0.4575,6,284,6,2071,603539,67,107889,5.590601726629368,0.15165132662757158,107889.0,603539.0,0.15165132662757158,107894.8,603730.4,0.1516174525578914,,,,,,,,,,,,,,,,,,,,,,0.020689655172413793,6.0,284.0,0.020689655172413793,44.0,1174.0,0.0361247947454844,,,,,,,,,,,,,,,,,,,,,
10,0.4577,3,23,3,2094,603516,70,107886,5.590388676868354,0.15165265208700565,107886.0,603516.0,0.15165265208700565,107890.4,603613.4,0.15163713812912874,107897.05,603782.3,0.15160907788036843,,,,,,,,,,,,,,,,,,,0.11538461538461539,3.0,23.0,0.11538461538461539,44.0,1170.0,0.036243822075782535,85.0,2580.0,0.03189493433395872,,,,,,,,,,,,,,,,,,
11,0.4578,0,9,0,2103,603507,70,107886,5.5903053095705655,0.15165457068034124,107886.0,603507.0,0.15165457068034124,107887.3,603537.2,0.15164968313573682,107892.95,603660.8,0.15163007713753177,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,31.0,762.0,0.03909205548549811,82.0,2430.0,0.03264331210191083,,,,,,,,,,,,,,,,,,
12,0.4581,6,169,6,2272,603338,76,107880,5.588739856978769,0.15168345008140963,107880.0,603338.0,0.15168345008140963,107884.8,603476.7,0.15165959923330122,107889.4,603559.25,0.1516474871376873,,,,,,,,,,,,,,,,,,,0.03428571428571429,6.0,169.0,0.03428571428571429,25.0,605.0,0.03968253968253968,71.0,2031.0,0.03377735490009515,,,,,,,,,,,,,,,,,,
