p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}$
0.0,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.01,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.02,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.03,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.04,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.05,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.06,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.07,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.08,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.09,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.1,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.11,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.12,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.13,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.14,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.15,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.16,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.17,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.18,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.19,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.2,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.21,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.22,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.23,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.24,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.25,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.26,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.27,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.28,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.29,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.3,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.31,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.32,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.33,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.34,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.35,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.36,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.37,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.38,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.39,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.4,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.41,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
0.42,0,0,nan,0,"605,610",0,"107,956",0.15,1.00,5.61,1.00
